    0.000000000000000E+00    0.000000000000000E+00
    0.974999999999997E-01    0.000000000000000E+00
    0.190000000000000E+00    0.000000000000000E+00
    0.277500000000000E+00    0.000000000000000E+00
    0.360000000000000E+00    0.000000000000000E+00
    0.437500000000000E+00    0.000000000000000E+00
    0.510000000000000E+00    0.000000000000000E+00
    0.577500000000000E+00    0.000000000000000E+00
    0.640000000000000E+00    0.000000000000000E+00
    0.697500000000000E+00    0.000000000000000E+00
    0.750000000000000E+00    0.000000000000000E+00
    0.797500000000000E+00    0.000000000000000E+00
    0.840000000000000E+00    0.000000000000000E+00
    0.877500000000000E+00    0.000000000000000E+00
    0.910000000000000E+00    0.000000000000000E+00
    0.937500000000000E+00    0.000000000000000E+00
    0.960000000000000E+00    0.000000000000000E+00
    0.977500000000000E+00    0.000000000000000E+00
    0.990000000000000E+00    0.000000000000000E+00
    0.997500000000000E+00    0.000000000000000E+00
    0.100000000000000E+01    0.000000000000000E+00
    0.997500000000000E+00    0.000000000000000E+00
    0.990000000000000E+00    0.000000000000000E+00
    0.977500000000000E+00    0.000000000000000E+00
    0.960000000000000E+00    0.000000000000000E+00
    0.937500000000000E+00    0.000000000000000E+00
    0.910000000000000E+00    0.000000000000000E+00
    0.877500000000000E+00    0.000000000000000E+00
    0.840000000000000E+00    0.000000000000000E+00
    0.797500000000000E+00    0.000000000000000E+00
    0.750000000000000E+00    0.000000000000000E+00
    0.697500000000000E+00    0.000000000000000E+00
    0.640000000000000E+00    0.000000000000000E+00
    0.577500000000000E+00    0.000000000000000E+00
    0.510000000000000E+00    0.000000000000000E+00
    0.437500000000000E+00    0.000000000000000E+00
    0.360000000000000E+00    0.000000000000000E+00
    0.277500000000000E+00    0.000000000000000E+00
    0.189999999999999E+00    0.000000000000000E+00
    0.974999999999997E-01    0.000000000000000E+00
    0.000000000000000E+00    0.000000000000000E+00
    0.000000000000000E+00    0.000000000000000E+00
    0.974609870939842E-01    0.401482732309795E-04
    0.189973835147145E+00    0.814059512862889E-04
    0.277511586520420E+00    0.883898454858200E-04
    0.360062310771803E+00   -0.371387808166643E-05
    0.437613656003692E+00   -0.180631792902082E-03
    0.510156431469754E+00   -0.452131697713243E-03
    0.577693938254374E+00   -0.799866047887615E-03
    0.640216386584955E+00   -0.120177570019866E-02
    0.697731475528000E+00   -0.164351198660163E-02
    0.750231492210367E+00   -0.209312134634745E-02
    0.797724652874876E+00   -0.254169380563292E-02
    0.840206296019578E+00   -0.295867611754824E-02
    0.877682966935237E+00   -0.334074667255589E-02
    0.910152864961011E+00   -0.366495661118529E-02
    0.937619978989126E+00   -0.393227121923903E-02
    0.960084730348591E+00   -0.412920279711829E-02
    0.977548626836246E+00   -0.425938870323074E-02
    0.990013568951700E+00   -0.431804538726966E-02
    0.997479101068124E+00   -0.431007040187150E-02
    0.999947979131482E+00   -0.423753359465611E-02
    0.997418409669280E+00   -0.410558545509318E-02
    0.989893560978618E+00   -0.392116835110649E-02
    0.977370850780011E+00   -0.368908103224094E-02
    0.959853578896663E+00   -0.341950174272662E-02
    0.937338783816678E+00   -0.311657631125279E-02
    0.909829729529844E+00   -0.279255884720998E-02
    0.877323353326118E+00   -0.245082766173260E-02
    0.839822773338431E+00   -0.210497542617885E-02
    0.797325018509358E+00   -0.175758299065201E-02
    0.749832929454427E+00   -0.142309351059173E-02
    0.697343765063232E+00   -0.110324986314466E-02
    0.639859878865681E+00   -0.812928404400708E-03
    0.577378976341666E+00   -0.552822948374577E-03
    0.509902332550708E+00   -0.337108024119670E-03
    0.437428322599949E+00   -0.165221019939766E-03
    0.359955521473602E+00   -0.480041682742613E-04
    0.277482528780486E+00    0.189542158305529E-04
    0.190002566862300E+00    0.360646892850044E-04
    0.975154605318137E-01    0.154605318174258E-04
    0.000000000000000E+00    0.000000000000000E+00
    0.000000000000000E+00    0.000000000000000E+00
    0.974174586814819E-01    0.294298723031430E-04
    0.189973367655229E+00    0.337354606267047E-04
    0.277616634347816E+00   -0.536824150922215E-04
    0.360286140333935E+00   -0.289631235441466E-03
    0.437967575390622E+00   -0.685424508264570E-03
    0.510618982648091E+00   -0.122544154371027E-02
    0.578248421059068E+00   -0.189758901301059E-02
    0.640829817401306E+00   -0.265651270771161E-02
    0.698376804632171E+00   -0.347783891660595E-02
    0.750877479335823E+00   -0.431213851938411E-02
    0.798344623767426E+00   -0.513322440564151E-02
    0.840777619730088E+00   -0.590122415534650E-02
    0.878185121511486E+00   -0.659475025605529E-02
    0.910573719665656E+00   -0.718923309708611E-02
    0.937947094886962E+00   -0.767061116624942E-02
    0.960315340435836E+00   -0.802946801401913E-02
    0.977677893551065E+00   -0.825911209824182E-02
    0.990045698668883E+00   -0.836225597622724E-02
    0.997415304098822E+00   -0.833836752100209E-02
    0.999796953243570E+00   -0.819849949243285E-02
    0.997185680808896E+00   -0.794673309478282E-02
    0.989590303158783E+00   -0.759908497171643E-02
    0.977005446563304E+00   -0.716286961335842E-02
    0.959438268047294E+00   -0.665653304160168E-02
    0.936883759993091E+00   -0.608960214301379E-02
    0.909347407554111E+00   -0.548123611028213E-02
    0.876825071726846E+00   -0.484252658222110E-02
    0.839320568641009E+00   -0.419220879959013E-02
    0.796830954901479E+00   -0.354257721809975E-02
    0.749358227210760E+00   -0.291104469564780E-02
    0.696900859284872E+00   -0.231088348507379E-02
    0.639458525479401E+00   -0.175711652880321E-02
    0.577031253568984E+00   -0.126350345109099E-02
    0.509615137846323E+00   -0.840623955598852E-03
    0.437211330173036E+00   -0.501617483039832E-03
    0.359809631412084E+00   -0.249027399985239E-03
    0.277409861579092E+00   -0.900709348550343E-04
    0.189989321761332E+00   -0.100063888657183E-04
    0.975364353364952E-01    0.296506420121195E-05
    0.000000000000000E+00    0.000000000000000E+00
    0.000000000000000E+00    0.000000000000000E+00
    0.974006707881836E-01   -0.271422457385604E-05
    0.190053439160653E+00   -0.925112315060360E-04
    0.277847393620141E+00   -0.321792539011854E-03
    0.360702026564518E+00   -0.760283555509570E-03
    0.438560793017577E+00   -0.139739513197253E-02
    0.511377724439798E+00   -0.223032359021687E-02
    0.579131754994981E+00   -0.321880157914921E-02
    0.641801564684513E+00   -0.432238062732331E-02
    0.699387361217341E+00   -0.549115905119846E-02
    0.751885634992757E+00   -0.667172991509614E-02
    0.799308062758383E+00   -0.782087876292224E-02
    0.841661852708392E+00   -0.888997946281968E-02
    0.878962063950528E+00   -0.984995618467730E-02
    0.911220599887282E+00   -0.106662914787300E-01
    0.938450902907101E+00   -0.113250072366971E-01
    0.960665469469777E+00   -0.118079316810544E-01
    0.977873915691482E+00   -0.121137003516246E-01
    0.990087228205082E+00   -0.122387628893513E-01
    0.997310914122776E+00   -0.121907184527274E-01
    0.999553790387473E+00   -0.119773135187855E-01
    0.996817974298329E+00   -0.116116993391695E-01
    0.989110229379093E+00   -0.111094783522656E-01
    0.976430314589544E+00   -0.104867438611061E-01
    0.958783338949642E+00   -0.976408499085617E-02
    0.936167666333506E+00   -0.895878907626366E-02
    0.908587137578622E+00   -0.809429030593278E-02
    0.876039459339929E+00   -0.718801007957876E-02
    0.838527408210719E+00   -0.626466681509777E-02
    0.796048499408684E+00   -0.534117621714431E-02
    0.748604330367130E+00   -0.444222845579684E-02
    0.696192380924681E+00   -0.358372031436069E-02
    0.638812413783679E+00   -0.278873881969858E-02
    0.576461559553831E+00   -0.207132743339436E-02
    0.509135987097792E+00   -0.145017549172272E-02
    0.436830993324398E+00   -0.935994282822904E-03
    0.359535148805464E+00   -0.538072477189897E-03
    0.277237532232456E+00   -0.259373450282690E-03
    0.189909340181364E+00   -0.882961824657321E-04
    0.975200575308812E-01   -0.164230142293079E-04
    0.000000000000000E+00    0.000000000000000E+00
    0.000000000000000E+00    0.000000000000000E+00
    0.974739924252932E-01   -0.501686187160851E-04
    0.190278917151703E+00   -0.256625584115144E-03
    0.278287904535119E+00   -0.672493995149861E-03
    0.361368153988503E+00   -0.134513651941004E-02
    0.439451833625345E+00   -0.226543892463398E-02
    0.512456859924624E+00   -0.341043276914777E-02
    0.580358750542267E+00   -0.473568813319201E-02
    0.643118437043249E+00   -0.618260447292385E-02
    0.700739821453219E+00   -0.769330788913509E-02
    0.753217033249617E+00   -0.920025923909319E-02
    0.800568505699355E+00   -0.106513868868718E-01
    0.842808940265007E+00   -0.119904594876329E-01
    0.879959926242752E+00   -0.131803335461693E-01
    0.912045128833163E+00   -0.141849487144759E-01
