20060111  062810.000
 
TOMS392_PRB
  Test TOMS algorithm 392, which approximates
  the time evolution of a system governed
  by hyperpolic PDE's.
1
 
       X               Y               U               V
    0.741738        0.635547         2.49258         3.37927    
    0.759838        0.643217         2.56443         3.42142    
    0.778074        0.650930         2.63851         3.46409    
    0.796392        0.658650         2.71428         3.50735    
    0.814878        0.666446         2.79275         3.55111    
    0.833504        0.674288         2.87357         3.59544    
    0.852247        0.682154         2.95667         3.64031    
    0.871102        0.690041         3.04203         3.68576    
    0.890134        0.698006         3.13030         3.73179    
    0.909310        0.705997         3.22131         3.77835    
    0.928573        0.713993         3.31446         3.82558    
    0.948008        0.722045         3.41076         3.87334    
    0.967627        0.730159         3.51031         3.92171    
    0.987373        0.738286         3.61275         3.97067    
     1.00723        0.746421         3.71792         4.02028    
     1.02730        0.754629         3.82681         4.07049    
     1.04752        0.762873         3.93908         4.12137    
     1.06788        0.771128         4.05463         4.17286    
     1.08849        0.779476         4.17469         4.22492    
     1.10912        0.787746         4.29697         4.27776    
     1.12999        0.796103         4.42392         4.33118    
     1.15102        0.804457         4.55474         4.38534    
     1.17228        0.812913         4.69032         4.44009    
     1.19368        0.821347         4.82994         4.49556    
     1.21518        0.829755         4.97311         4.55179    
1
    0.475611        0.555137         1.69606         2.73470    
    0.492572        0.562566         1.74567         2.76862    
    0.509624        0.569980         1.79642         2.80300    
    0.526808        0.577492         1.84898         2.83777    
    0.544099        0.585013         1.90299         2.87300    
    0.561504        0.592610         1.95852         2.90867    
    0.578989        0.600185         2.01528         2.94483    
    0.596645        0.607875         2.07431         2.98138    
    0.614374        0.615539         2.13451         3.01846    
    0.632253        0.623307         2.19681         3.05596    
    0.650240        0.631062         2.26076         3.09397    
    0.668367        0.638908         2.32675         3.13243    
    0.686608        0.646747         2.39461         3.17136    
    0.704995        0.654673         2.46452         3.21082    
    0.723481        0.662581         2.53626         3.25077    
    0.742134        0.670582         2.61046         3.29120    
    0.760902        0.678580         2.68663         3.33217    
    0.779821        0.686642         2.76525         3.37362    
    0.798894        0.694742         2.84634         3.41560    
    0.818061        0.702850         2.92937         3.45816    
    0.837410        0.711017         3.01536         3.50119    
    0.856919        0.719225         3.10400         3.54479    
    0.876560        0.727456         3.19523         3.58892    
    0.896324        0.735695         3.28897         3.63362    
    0.916287        0.744006         3.38598         3.67889    
    0.936417        0.752351         3.48612         3.72469    
    0.956634        0.760673         3.58863         3.77115    
    0.977046        0.769053         3.69473         3.81812    
    0.997668        0.777493         3.80449         3.86571    
     1.01843        0.785933         3.91756         3.91382    
     1.03932        0.794381         4.03372         3.96265    
     1.06044        0.802890         4.15410         4.01200    
     1.08172        0.811414         4.27824         4.06203    
     1.10316        0.819947         4.40614         4.11268    
     1.12488        0.828559         4.53912         4.16383    
     1.14661        0.837088         4.67469         4.21587    
     1.16862        0.845704         4.81566         4.26835    
     1.19082        0.854328         4.96122         4.32162    
     1.21324        0.862994         5.11180         4.37548    
     1.23584        0.871659         5.26731         4.42996    
     1.25854        0.880287         5.42692         4.48527    
1
    0.555087        0.619381         2.02269         2.83691    
    0.573123        0.627376         2.08248         2.87202    
    0.591245        0.635336         2.14363         2.90761    
    0.609560        0.643415         2.20724         2.94358    
    0.627954        0.651457         2.27217         2.98007    
    0.646517        0.659604         2.33939         3.01697    
    0.665201        0.667732         2.40842         3.05438    
    0.684036        0.675937         2.47968         3.09221    
    0.703002        0.684140         2.55299         3.13055    
    0.722131        0.692427         2.62861         3.16936    
    0.741364        0.700681         2.70620         3.20869    
    0.760789        0.709033         2.78653         3.24848    
    0.780332        0.717361         2.86901         3.28879    
    0.800061        0.725779         2.95430         3.32960    
    0.819935        0.734187         3.04216         3.37090    
    0.839930        0.742627         3.13231         3.41280    
    0.860115        0.751099         3.22563         3.45514    
    0.880482        0.759618         3.32198         3.49801    
    0.900995        0.768152         3.42117         3.54146    
    0.921649        0.776698         3.52322         3.58548    
    0.942512        0.785292         3.62885         3.63000    
    0.963561        0.793915         3.73796         3.67507    
    0.984705        0.802511         3.84977         3.72079    
     1.00606        0.811153         3.96555         3.76700    
     1.02765        0.819847         4.08540         3.81383    
     1.04940        0.828547         4.20906         3.86116    
     1.07127        0.837227         4.33610         3.90921    
     1.09340        0.845968         4.46787         3.95778    
     1.11572        0.854721         4.60394         4.00701    
     1.13819        0.863464         4.74421         4.05680    
     1.16098        0.872294         4.89021         4.10718    
     1.18378        0.881017         5.03922         4.15832    
     1.20687        0.889808         5.19412         4.20995    
     1.23018        0.898609         5.35433         4.26235    
     1.25371        0.907426         5.52007         4.31531    
     1.27745        0.916253         5.69156         4.36897    
     1.30130        0.925028         5.86778         4.42333    
1
    0.641624        0.683846         2.40007         2.94491    
    0.660854        0.692333         2.47204         2.98125    
    0.680208        0.700786         2.54596         3.01808    
    0.699737        0.709320         2.62234         3.05534    
    0.719400        0.717838         2.70094         3.09307    
    0.739248        0.726441         2.78208         3.13130    
    0.759208        0.735002         2.86539         3.17002    
    0.779372        0.743646         2.95162         3.20919    
    0.799671        0.752272         3.04027         3.24890    
    0.820172        0.760980         3.13201         3.28906    
    0.840828        0.769667         3.22651         3.32974    
    0.861621        0.778384         3.32363         3.37099    
    0.882609        0.787114         3.42411         3.41267    
    0.903819        0.795916         3.52808         3.45491    
    0.925156        0.804681         3.63499         3.49767    
    0.946667        0.813483         3.74522         3.54100    
    0.968392        0.822306         3.85929         3.58484    
    0.990326        0.831160         3.97726         3.62919    
     1.01236        0.839979         4.09824         3.67422    
     1.03463        0.848847         4.22365         3.71973    
     1.05714        0.857742         4.35349         3.76583    
     1.07983        0.866638         4.48756         3.81241    
     1.10266        0.875508         4.62546         3.85971    
     1.12575        0.884423         4.76854         3.90750    
     1.14905        0.893341         4.91640         3.95596    
     1.17253        0.902258         5.06910         4.00497    
     1.19633        0.911231         5.22798         4.05453    
     1.22015        0.920101         5.39039         4.10488    
     1.24428        0.929029         5.55937         4.15569    
     1.26864        0.937944         5.73421         4.20722    
     1.29325        0.946892         5.91543         4.25940    
     1.31808        0.955817         6.10302         4.31206    
     1.34300        0.964669         6.29576         4.36552    
1
    0.735531        0.748154         2.83888         3.05873    
    0.756072        0.757038         2.92537         3.09639    
    0.776727        0.765866         3.01419         3.13454    
    0.797609        0.774778         3.10620         3.17313    
    0.818629        0.783656         3.20083         3.21224    
    0.839873        0.792617         3.29883         3.25179    
    0.861283        0.801548         3.39983         3.29188    
    0.882831        0.810492         3.50367         3.33250    
    0.904598        0.819453         3.61118         3.37359    
    0.926604        0.828479         3.72256         3.41516    
    0.948742        0.837456         3.83709         3.45729    
    0.971073        0.846467         3.95533         3.49998    
    0.993618        0.855477         4.07764         3.54314    
     1.01642        0.864545         4.20445         3.58685    
     1.03929        0.873524         4.33434         3.63118    
     1.06243        0.882572         4.46920         3.67601    
     1.08582        0.891626         4.60889         3.72141    
     1.10940        0.900676         4.75325         3.76726    
     1.13314        0.909696         4.90188         3.81387    
     1.15716        0.918764         5.05629         3.86095    
     1.18139        0.927805         5.21586         3.90862    
     1.20582        0.936838         5.38079         3.95686    
     1.23059        0.945925         5.55255         4.00566    
     1.25537        0.954889         5.72824         4.05520    
     1.28048        0.963905         5.91119         4.10523    
     1.30586        0.972916         6.10083         4.15596    
     1.33147        0.981923         6.29731         4.20725    
     1.35734        0.990915         6.50100         4.25907    
     1.38330        0.999828         6.71059         4.31166    
1
    0.836983        0.811831         3.35100         3.17860    
    0.858940        0.821017         3.45509         3.21759    
    0.881066        0.830158         3.56238         3.25710    
    0.903346        0.839310         3.67281         3.29713    
    0.925851        0.848464         3.78717         3.33761    
    0.948618        0.857683         3.90573         3.37859    
    0.971521        0.866843         4.02772         3.42012    
    0.994623        0.876019         4.15371         3.46216    
     1.01796        0.885200         4.28418         3.50472    
     1.04157        0.894427         4.41955         3.54775    
     1.06525        0.903552         4.55825         3.59144    
     1.08922        0.912747         4.70242         3.63561    
     1.11344        0.921921         4.85172         3.68033    
     1.13790        0.931120         5.00640         3.72554    
     1.16248        0.940234         5.16546         3.77139    
     1.18738        0.949416         5.33100         3.81777    
     1.21249        0.958548         5.50210         3.86475    
     1.23781        0.967667         5.67916         3.91220    
     1.26351        0.976836         5.86368         3.96030    
     1.28922        0.985887         6.05276         4.00910    
     1.31526        0.994957         6.24961         4.05826    
     1.34157         1.00401         6.45378         4.10815    
     1.36816         1.01306         6.66559         4.15864    
     1.39498         1.02208         6.88523         4.20961    
     1.42192         1.03102         7.11158         4.26129    
1
    0.946192        0.874461         3.95226         3.30455    
    0.969686        0.883852         4.07782         3.34499    
    0.993314        0.893166         4.20704         3.38593    
     1.01716        0.902495         4.34065         3.42737    
     1.04124        0.911812         4.47902         3.46931    
     1.06562        0.921176         4.62275         3.51172    
     1.09007        0.930428         4.77010         3.55480    
     1.11482        0.939727         4.92327         3.59830    
     1.13984        0.949018         5.08213         3.64241    
     1.16511        0.958315         5.24679         3.68692    
     1.19050        0.967519         5.41615         3.73215    
     1.21624        0.976789         5.59270         3.77780    
     1.24218        0.985983         5.77509         3.82409    
     1.26838        0.995192         5.96436         3.87085    
     1.29491         1.00439         6.16126         3.91814    
     1.32150         1.01350         6.36346         3.96622    
     1.34842         1.02260         6.57406         4.01457    
     1.37562         1.03168         6.79267         4.06362    
     1.40312         1.04075         7.01969         4.11337    
     1.43088         1.04980         7.25551         4.16346    
     1.45872         1.05872         7.49834         4.21418    
1
     1.06333        0.935619         4.66226         3.43673    
     1.08845        0.945107         4.81415         3.47859    
     1.11362        0.954462         4.96988         3.52106    
     1.13912        0.963866         5.13195         3.56395    
     1.16489        0.973238         5.30006         3.60738    
     1.19093        0.982622         5.47449         3.65128    
     1.21709        0.991899         5.65400         3.69585    
     1.24360         1.00122         5.84115         3.74081    
     1.27034         1.01048         6.03479         3.78646    
     1.29735         1.01973         6.23585         3.83244    
     1.32470         1.02897         6.44508         3.87908    
     1.35211         1.03811         6.66024         3.92638    
     1.37985         1.04723         6.88429         3.97395    
     1.40793         1.05634         7.11751         4.02223    
     1.43624         1.06539         7.35922         4.07100    
     1.46488         1.07444         7.61093         4.12023    
     1.49358         1.08334         7.87010         4.17007    
1
     1.18850        0.994875         5.50544         3.57510    
     1.21528         1.00434         5.68947         3.61840    
     1.24215         1.01367         5.87882         3.66235    
     1.26942         1.02305         6.07650         3.70663    
     1.29690         1.03235         6.28099         3.75159    
     1.32468         1.04164         6.49362         3.79695    
     1.35279         1.05090         6.71497         3.84276    
     1.38096         1.06005         6.94259         3.88931    
     1.40950         1.06918         7.18009         3.93616    
     1.43837         1.07829         7.42729         3.98354    
     1.46749         1.08735         7.68381         4.03163    
     1.49695         1.09638         7.95119         4.07976    
     1.52644         1.10524         8.22633         4.12871    
1
     1.32179         1.05185         6.51345         3.71933    
     1.35031         1.06119         6.73745         3.76403    
     1.37914         1.07046         6.97054         3.80913    
     1.40805         1.07963         7.21062         3.85495    
     1.43731         1.08875         7.46103         3.90090    
     1.46695         1.09787         7.72207         3.94756    
     1.49681         1.10689         7.99289         3.99463    
     1.52703         1.11589         8.27545         4.04177    
     1.55730         1.12474         8.56670         4.08978    
1
     1.46328         1.10619         7.72666         3.86809    
     1.49365         1.11531         8.00141         3.91385    
     1.52421         1.12431         8.28621         3.96007    
     1.55516         1.13329         8.58379         4.00624    
     1.58613         1.14209         8.89042         4.05303    
1
     1.61295         1.15752         9.19684         4.01833    
 M = 1 IFAIL = 0
 
TOMS392_PRB
  Normal end of execution.
 
20060111  062810.000
